event_id,step_id,title_override,body_text,use_custom_visual_state,visual_state,on_enter_interaction_ids,default_next_step_id,condition_stat_1,condition_min_1,condition_max_1,condition_stat_2,condition_min_2,condition_max_2,conditional_next_step_id,conditional_fallback_step_id
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_intro,삼촌의 자리,,false,Neutral,,,,,,,,,,
event_week_004_night_uncle_pride,step_event_week_004_night_uncle_pride_outro,,,false,Neutral,,,,,,,,,,
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_intro,늘어난 수업,,false,Neutral,,,,,,,,,,
event_week_005_night_too_many_classes,step_event_week_005_night_too_many_classes_outro,,,false,Neutral,,,,,,,,,,
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_intro,이름 모를 답답함,,false,Neutral,,,,,,,,,,
event_week_005_night_unknown_frustration,step_event_week_005_night_unknown_frustration_outro,,,false,Neutral,,,,,,,,,,
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_intro,본 사람들과 보인 자기,,false,Neutral,,,,,,,,,,
event_week_006_night_ball_thoughts,step_event_week_006_night_ball_thoughts_outro,,,false,Neutral,,,,,,,,,,
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_intro,같은 꿈,,false,Neutral,,,,,,,,,,
event_week_006_night_chicken_dream,step_event_week_006_night_chicken_dream_outro,,,false,Neutral,,,,,,,,,,
event_week_007_night_untold_story,step_event_week_007_night_untold_story_intro,아무도 말해주지 않은 것,,false,Neutral,,,,,,,,,,
event_week_007_night_untold_story,step_event_week_007_night_untold_story_outro,,,false,Neutral,,,,,,,,,,
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_intro,모르는 어머니,,false,Neutral,,,,,,,,,,
event_week_007_night_unknown_mother,step_event_week_007_night_unknown_mother_outro,,,false,Neutral,,,,,,,,,,
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_intro,삼촌이라는 사람의 시간,,false,Neutral,,,,,,,,,,
event_week_008_night_uncle_time,step_event_week_008_night_uncle_time_outro,,,false,Neutral,,,,,,,,,,
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_intro,잠이 오지 않는 밤,,false,Neutral,,,,,,,,,,
event_week_008_night_sleepless_night,step_event_week_008_night_sleepless_night_outro,,,false,Neutral,,,,,,,,,,
story_teaparty,step_teaparty_intro,,,false,Neutral,,step_teaparty_rian_check,,,,,,,,
story_teaparty,step_teaparty_rian_check,,,false,Neutral,,,Curiosity,1,,Rian,1,,step_teaparty_rian_success,step_teaparty_rian_fail
story_teaparty,step_teaparty_rian_success,,,false,Neutral,curious_plus_1|stable_plus_1,step_teaparty_yuffie_check,,,,,,,,
story_teaparty,step_teaparty_rian_fail,,,false,Neutral,,step_teaparty_yuffie_check,,,,,,,,
story_teaparty,step_teaparty_yuffie_check,,,false,Neutral,,,Trust,1,,Yuffie,1,,step_teaparty_yuffie_success,step_teaparty_yuffie_fail
story_teaparty,step_teaparty_yuffie_success,,,false,Neutral,innocent_plus_1|cautious_plus_1,step_teaparty_max_check,,,,,,,,
story_teaparty,step_teaparty_yuffie_fail,,,false,Neutral,,step_teaparty_max_check,,,,,,,,
story_teaparty,step_teaparty_max_check,,,false,Neutral,,,Anxiety,,-1,Max,1,,step_teaparty_max_success,step_teaparty_max_fail
story_teaparty,step_teaparty_max_success,,,false,Neutral,stable_plus_1|defiant_plus_1,step_teaparty_millia_check,,,,,,,,
story_teaparty,step_teaparty_max_fail,,,false,Neutral,,step_teaparty_millia_check,,,,,,,,
story_teaparty,step_teaparty_millia_check,,,false,Neutral,,,Trust,,-1,Millia,1,,step_teaparty_millia_success,step_teaparty_millia_fail
story_teaparty,step_teaparty_millia_success,,,false,Neutral,clever_plus_1|curious_plus_1,step_teaparty_outro,,,,,,,,
story_teaparty,step_teaparty_millia_fail,,,false,Neutral,,step_teaparty_outro,,,,,,,,
story_teaparty,step_teaparty_outro,,,false,Neutral,,,,,,,,,,
story_festival_street,step_festival_street_intro,,,false,Neutral,,step_festival_street_rian_check,,,,,,,,
story_festival_street,step_festival_street_rian_check,,,false,Neutral,,,Curiosity,2,,Rian,2,,step_festival_street_rian_success,step_festival_street_rian_fail
story_festival_street,step_festival_street_rian_success,,,false,Neutral,curious_plus_1|defiant_plus_1,step_festival_street_max_check,,,,,,,,
story_festival_street,step_festival_street_rian_fail,,,false,Neutral,,step_festival_street_max_check,,,,,,,,
story_festival_street,step_festival_street_max_check,,,false,Neutral,,,Anxiety,,-2,Max,2,,step_festival_street_max_success,step_festival_street_max_fail
story_festival_street,step_festival_street_max_success,,,false,Neutral,stable_plus_1|compliant_plus_1,step_festival_street_yuffie_check,,,,,,,,
story_festival_street,step_festival_street_max_fail,,,false,Neutral,,step_festival_street_yuffie_check,,,,,,,,
story_festival_street,step_festival_street_yuffie_check,,,false,Neutral,,,Trust,2,,Yuffie,2,,step_festival_street_yuffie_success,step_festival_street_yuffie_fail
story_festival_street,step_festival_street_yuffie_success,,,false,Neutral,innocent_plus_1|anxious_plus_1,step_festival_street_millia_check,,,,,,,,
story_festival_street,step_festival_street_yuffie_fail,,,false,Neutral,,step_festival_street_millia_check,,,,,,,,
story_festival_street,step_festival_street_millia_check,,,false,Neutral,,,Trust,,-2,Millia,2,,step_festival_street_millia_success,step_festival_street_millia_fail
story_festival_street,step_festival_street_millia_success,,,false,Neutral,clever_plus_1|cautious_plus_1,step_festival_street_outro,,,,,,,,
story_festival_street,step_festival_street_millia_fail,,,false,Neutral,,step_festival_street_outro,,,,,,,,
story_festival_street,step_festival_street_outro,,,false,Neutral,,,,,,,,,,
story_imperial_ball,step_imperial_ball_intro,,,false,Neutral,,step_imperial_ball_rian_check,,,,,,,,
story_imperial_ball,step_imperial_ball_rian_check,,,false,Neutral,,,Curiosity,3,,Rian,4,,step_imperial_ball_rian_success,step_imperial_ball_rian_fail
story_imperial_ball,step_imperial_ball_rian_success,,,false,Neutral,curious_plus_1|defiant_plus_1,step_imperial_ball_yuffie_check,,,,,,,,
story_imperial_ball,step_imperial_ball_rian_fail,,,false,Neutral,,step_imperial_ball_yuffie_check,,,,,,,,
story_imperial_ball,step_imperial_ball_yuffie_check,,,false,Neutral,,,Anxiety,3,,Yuffie,4,,step_imperial_ball_yuffie_success,step_imperial_ball_yuffie_fail
story_imperial_ball,step_imperial_ball_yuffie_success,,,false,Neutral,anxious_plus_1|cautious_plus_1,step_imperial_ball_max_check,,,,,,,,
story_imperial_ball,step_imperial_ball_yuffie_fail,,,false,Neutral,,step_imperial_ball_max_check,,,,,,,,
story_imperial_ball,step_imperial_ball_max_check,,,false,Neutral,,,Anxiety,,-3,Max,4,,step_imperial_ball_max_success,step_imperial_ball_max_fail
story_imperial_ball,step_imperial_ball_max_success,,,false,Neutral,stable_plus_1|compliant_plus_1,step_imperial_ball_millia_check,,,,,,,,
story_imperial_ball,step_imperial_ball_max_fail,,,false,Neutral,,step_imperial_ball_millia_check,,,,,,,,
story_imperial_ball,step_imperial_ball_millia_check,,,false,Neutral,,,Trust,,-3,Millia,4,,step_imperial_ball_millia_success,step_imperial_ball_millia_fail
story_imperial_ball,step_imperial_ball_millia_success,,,false,Neutral,clever_plus_1|cautious_plus_1,step_imperial_ball_outro,,,,,,,,
story_imperial_ball,step_imperial_ball_millia_fail,,,false,Neutral,,step_imperial_ball_outro,,,,,,,,
story_imperial_ball,step_imperial_ball_outro,,,false,Neutral,,,,,,,,,,
story_eve_celebration,step_eve_celebration_intro,,,false,Neutral,,step_eve_celebration_rian_check,,,,,,,,
story_eve_celebration,step_eve_celebration_rian_check,,,false,Neutral,,,Curiosity,4,,Rian,5,,step_eve_celebration_rian_success,step_eve_celebration_rian_fail
story_eve_celebration,step_eve_celebration_rian_success,,,false,Neutral,curious_plus_1|defiant_plus_1,step_eve_celebration_max_check,,,,,,,,
story_eve_celebration,step_eve_celebration_rian_fail,,,false,Neutral,,step_eve_celebration_max_check,,,,,,,,
story_eve_celebration,step_eve_celebration_max_check,,,false,Neutral,,,Anxiety,,-4,Max,5,,step_eve_celebration_max_success,step_eve_celebration_max_fail
story_eve_celebration,step_eve_celebration_max_success,,,false,Neutral,stable_plus_1|compliant_plus_1,step_eve_celebration_millia_check,,,,,,,,
story_eve_celebration,step_eve_celebration_max_fail,,,false,Neutral,,step_eve_celebration_millia_check,,,,,,,,
story_eve_celebration,step_eve_celebration_millia_check,,,false,Neutral,,,Trust,,-4,Millia,5,,step_eve_celebration_millia_success,step_eve_celebration_millia_fail
story_eve_celebration,step_eve_celebration_millia_success,,,false,Neutral,clever_plus_1|cautious_plus_1,step_eve_celebration_yuffie_check,,,,,,,,
story_eve_celebration,step_eve_celebration_millia_fail,,,false,Neutral,,step_eve_celebration_yuffie_check,,,,,,,,
story_eve_celebration,step_eve_celebration_yuffie_check,,,false,Neutral,,,Anxiety,4,,Yuffie,5,,step_eve_celebration_yuffie_success,step_eve_celebration_yuffie_fail
story_eve_celebration,step_eve_celebration_yuffie_success,,,false,Neutral,anxious_plus_1|innocent_plus_1,step_eve_celebration_outro,,,,,,,,
story_eve_celebration,step_eve_celebration_yuffie_fail,,,false,Neutral,,step_eve_celebration_outro,,,,,,,,
story_eve_celebration,step_eve_celebration_outro,,,false,Neutral,,,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_intro,,,false,Neutral,,step_inheritance_ceremony_rian_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_rian_check,,,false,Neutral,,,Anxiety,,-5,Rian,7,,step_inheritance_ceremony_rian_success,step_inheritance_ceremony_rian_fail
story_inheritance_ceremony,step_inheritance_ceremony_rian_success,,,false,Neutral,,step_inheritance_ceremony_max_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_rian_fail,,,false,Neutral,,step_inheritance_ceremony_max_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_max_check,,,false,Neutral,,,Obedience,,-5,Max,7,,step_inheritance_ceremony_max_success,step_inheritance_ceremony_max_fail
story_inheritance_ceremony,step_inheritance_ceremony_max_success,,,false,Neutral,,step_inheritance_ceremony_millia_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_max_fail,,,false,Neutral,,step_inheritance_ceremony_millia_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_millia_check,,,false,Neutral,,,Trust,,-5,Millia,7,,step_inheritance_ceremony_millia_success,step_inheritance_ceremony_millia_fail
story_inheritance_ceremony,step_inheritance_ceremony_millia_success,,,false,Neutral,,step_inheritance_ceremony_yuffie_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_millia_fail,,,false,Neutral,,step_inheritance_ceremony_yuffie_check,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_yuffie_check,,,false,Neutral,,,Curiosity,,-5,Yuffie,7,,step_inheritance_ceremony_yuffie_success,step_inheritance_ceremony_yuffie_fail
story_inheritance_ceremony,step_inheritance_ceremony_yuffie_success,,,false,Neutral,,step_inheritance_ceremony_outro,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_yuffie_fail,,,false,Neutral,,step_inheritance_ceremony_outro,,,,,,,,
story_inheritance_ceremony,step_inheritance_ceremony_outro,,,false,Neutral,,,,,,,,,,
story_inheritance_alone,step_inheritance_alone_intro,,,false,Neutral,,,,,,,,,,
story_prologue,step_prologue_gate,프롤로그,,false,Neutral,,step_prologue_corridor,,,,,,,,
story_prologue,step_prologue_corridor,,,false,Neutral,,step_prologue_brother_room,,,,,,,,
story_prologue,step_prologue_brother_room,,,false,Neutral,,step_prologue_abelia_enters,,,,,,,,
story_prologue,step_prologue_abelia_enters,,,false,Neutral,,,,,,,,,,
story_prologue,step_prologue_after_choice,,,false,Neutral,,step_prologue_snow_room,,,,,,,,
story_prologue,step_prologue_snow_room,,,false,Neutral,,step_prologue_age_six,,,,,,,,
story_prologue,step_prologue_age_six,,,false,Neutral,,,,,,,,,,
