event_id,week_id,event_kind,event_order,title,priority,first_step_id,on_completed_interaction_ids,related_information_type_ids,preferred_semantics,linked_card_id
event_week_005_rian_1,week_005,routine,17,리안,10,step_event_week_005_rian_1,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_005
event_week_005_rian_2,week_005,routine,18,리안,10,step_event_week_005_rian_2,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_005
event_week_006_rian_0,week_006,routine,16,리안,10,step_event_week_006_rian_0,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_006
event_week_006_rian_1,week_006,routine,17,리안,10,step_event_week_006_rian_1,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_006
event_week_006_rian_2,week_006,routine,18,리안,10,step_event_week_006_rian_2,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_006
event_week_006_rian_3,week_006,routine,19,리안,10,step_event_week_006_rian_3,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_006
event_week_007_rian_0,week_007,routine,16,리안,10,step_event_week_007_rian_0,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_007
event_week_007_rian_1,week_007,routine,17,리안,10,step_event_week_007_rian_1,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_007
event_week_007_rian_2,week_007,routine,18,리안,10,step_event_week_007_rian_2,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_007
event_week_007_rian_3,week_007,routine,19,리안,10,step_event_week_007_rian_3,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_007
event_week_007_rian_4,week_007,routine,20,리안,10,step_event_week_007_rian_4,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_007
event_week_008_rian_0,week_008,routine,16,리안,10,step_event_week_008_rian_0,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_008
event_week_008_rian_1,week_008,routine,17,리안,10,step_event_week_008_rian_1,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_008
event_week_008_rian_2,week_008,routine,18,리안,10,step_event_week_008_rian_2,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_008
event_week_008_rian_3,week_008,routine,19,리안,10,step_event_week_008_rian_3,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_008
event_week_008_rian_4,week_008,routine,20,리안,10,step_event_week_008_rian_4,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_008
event_week_009_rian_0,week_009,routine,16,리안,10,step_event_week_009_rian_0,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_009
event_week_009_rian_1,week_009,routine,17,리안,10,step_event_week_009_rian_1,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_009
event_week_009_rian_2,week_009,routine,18,리안,10,step_event_week_009_rian_2,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_009
event_week_009_rian_3,week_009,routine,19,리안,10,step_event_week_009_rian_3,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_009
event_week_009_rian_4,week_009,routine,20,리안,10,step_event_week_009_rian_4,curious_plus_1|defiant_plus_1|rian_plus_1,card_type_rian,Direct,card_rian_week_009
event_week_001_max,week_001,routine,9,막스,10,step_event_week_001_max,stable_plus_1|max_plus_1,card_type_max,Direct,card_max_week_001
event_week_002_max_0,week_002,routine,18,막스,10,step_event_week_002_max_0,stable_plus_1|max_plus_1,card_type_max,Direct,card_max_week_002
event_week_002_max_1,week_002,routine,19,막스,10,step_event_week_002_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_002
event_week_003_max_0,week_003,routine,18,막스,10,step_event_week_003_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_003
event_week_003_max_1,week_003,routine,19,막스,10,step_event_week_003_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_003
event_week_003_max_2,week_003,routine,20,막스,10,step_event_week_003_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_003
event_week_004_max_0,week_004,routine,19,막스,10,step_event_week_004_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_004
event_week_004_max_1,week_004,routine,20,막스,10,step_event_week_004_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_004
event_week_004_max_2,week_004,routine,21,막스,10,step_event_week_004_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_004
event_week_005_max_0,week_005,routine,19,막스,10,step_event_week_005_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_005
event_week_005_max_1,week_005,routine,20,막스,10,step_event_week_005_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_005
event_week_005_max_2,week_005,routine,21,막스,10,step_event_week_005_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_005
event_week_006_max_0,week_006,routine,20,막스,10,step_event_week_006_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_006
event_week_006_max_1,week_006,routine,21,막스,10,step_event_week_006_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_006
event_week_006_max_2,week_006,routine,22,막스,10,step_event_week_006_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_006
event_week_006_max_3,week_006,routine,23,막스,10,step_event_week_006_max_3,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_006
event_week_007_max_0,week_007,routine,21,막스,10,step_event_week_007_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_007
event_week_007_max_1,week_007,routine,22,막스,10,step_event_week_007_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_007
event_week_007_max_2,week_007,routine,23,막스,10,step_event_week_007_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_007
event_week_007_max_3,week_007,routine,24,막스,10,step_event_week_007_max_3,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_007
event_week_007_max_4,week_007,routine,25,막스,10,step_event_week_007_max_4,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_007
event_week_008_max_0,week_008,routine,21,막스,10,step_event_week_008_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_008
event_week_008_max_1,week_008,routine,22,막스,10,step_event_week_008_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_008
event_week_008_max_2,week_008,routine,23,막스,10,step_event_week_008_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_008
event_week_008_max_3,week_008,routine,24,막스,10,step_event_week_008_max_3,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_008
event_week_008_max_4,week_008,routine,25,막스,10,step_event_week_008_max_4,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_008
event_week_009_max_0,week_009,routine,21,막스,10,step_event_week_009_max_0,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_009
event_week_009_max_1,week_009,routine,22,막스,10,step_event_week_009_max_1,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_009
event_week_009_max_2,week_009,routine,23,막스,10,step_event_week_009_max_2,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_009
event_week_009_max_3,week_009,routine,24,막스,10,step_event_week_009_max_3,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_009
event_week_009_max_4,week_009,routine,25,막스,10,step_event_week_009_max_4,stable_plus_1|compliant_plus_1|max_plus_1,card_type_max,Direct,card_max_week_009
event_week_001_millia,week_001,routine,10,밀리아,10,step_event_week_001_millia,clever_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_001
event_week_002_millia_0,week_002,routine,20,밀리아,10,step_event_week_002_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_002
event_week_002_millia_1,week_002,routine,21,밀리아,10,step_event_week_002_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_002
event_week_003_millia_0,week_003,routine,21,밀리아,10,step_event_week_003_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_003
event_week_003_millia_1,week_003,routine,22,밀리아,10,step_event_week_003_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_003
event_week_003_millia_2,week_003,routine,23,밀리아,10,step_event_week_003_millia_2,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_003
event_week_004_millia_0,week_004,routine,22,밀리아,10,step_event_week_004_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_004
event_week_004_millia_1,week_004,routine,23,밀리아,10,step_event_week_004_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_004
event_week_004_millia_2,week_004,routine,24,밀리아,10,step_event_week_004_millia_2,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_004
event_week_005_millia_0,week_005,routine,22,밀리아,10,step_event_week_005_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_005
event_week_005_millia_1,week_005,routine,23,밀리아,10,step_event_week_005_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_005
event_week_005_millia_3,week_005,routine,24,밀리아,10,step_event_week_005_millia_3,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_005
event_week_006_millia_0,week_006,routine,24,밀리아,10,step_event_week_006_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_006
event_week_006_millia_1,week_006,routine,25,밀리아,10,step_event_week_006_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_006
event_week_006_millia_3,week_006,routine,26,밀리아,10,step_event_week_006_millia_3,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_006
event_week_007_millia_0,week_007,routine,26,밀리아,10,step_event_week_007_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_007
event_week_007_millia_1,week_007,routine,27,밀리아,10,step_event_week_007_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_007
event_week_007_millia_2,week_007,routine,28,밀리아,10,step_event_week_007_millia_2,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_007
event_week_007_millia_4,week_007,routine,29,밀리아,10,step_event_week_007_millia_4,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_007
event_week_008_millia_0,week_008,routine,26,밀리아,10,step_event_week_008_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_008
event_week_008_millia_1,week_008,routine,27,밀리아,10,step_event_week_008_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_008
event_week_008_millia_3,week_008,routine,28,밀리아,10,step_event_week_008_millia_3,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_008
event_week_009_millia_0,week_009,routine,26,밀리아,10,step_event_week_009_millia_0,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_009
event_week_009_millia_1,week_009,routine,27,밀리아,10,step_event_week_009_millia_1,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_009
event_week_009_millia_2,week_009,routine,28,밀리아,10,step_event_week_009_millia_2,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_009
event_week_009_millia_3,week_009,routine,29,밀리아,10,step_event_week_009_millia_3,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_009
event_week_009_millia_4,week_009,routine,30,밀리아,10,step_event_week_009_millia_4,clever_plus_1|cautious_plus_1|millia_plus_1,card_type_millia,Direct,card_millia_week_009
event_week_001_yuffie,week_001,routine,11,유피,10,step_event_week_001_yuffie,innocent_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_001
event_week_002_yuffie_0,week_002,routine,22,유피,10,step_event_week_002_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_002
event_week_002_yuffie_1,week_002,routine,23,유피,10,step_event_week_002_yuffie_1,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_002
event_week_003_yuffie_0,week_003,routine,24,유피,10,step_event_week_003_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_003
event_week_003_yuffie_1,week_003,routine,25,유피,10,step_event_week_003_yuffie_1,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_003
event_week_003_yuffie_2,week_003,routine,26,유피,10,step_event_week_003_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_003
event_week_004_yuffie_0,week_004,routine,25,유피,10,step_event_week_004_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_004
event_week_004_yuffie_1,week_004,routine,26,유피,10,step_event_week_004_yuffie_1,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_004
event_week_004_yuffie_2,week_004,routine,27,유피,10,step_event_week_004_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_004
event_week_005_yuffie_0,week_005,routine,25,유피,10,step_event_week_005_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_005
event_week_005_yuffie_2,week_005,routine,26,유피,10,step_event_week_005_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_005
event_week_005_yuffie_3,week_005,routine,27,유피,10,step_event_week_005_yuffie_3,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_005
event_week_006_yuffie_0,week_006,routine,27,유피,10,step_event_week_006_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_006
event_week_006_yuffie_2,week_006,routine,28,유피,10,step_event_week_006_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_006
event_week_007_yuffie_0,week_007,routine,29,유피,10,step_event_week_007_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_007
event_week_007_yuffie_1,week_007,routine,30,유피,10,step_event_week_007_yuffie_1,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_007
event_week_007_yuffie_2,week_007,routine,31,유피,10,step_event_week_007_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_007
event_week_007_yuffie_4,week_007,routine,32,유피,10,step_event_week_007_yuffie_4,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_007
event_week_008_yuffie_0,week_008,routine,29,유피,10,step_event_week_008_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_008
event_week_008_yuffie_1,week_008,routine,30,유피,10,step_event_week_008_yuffie_1,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_008
event_week_008_yuffie_2,week_008,routine,31,유피,10,step_event_week_008_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_008
event_week_008_yuffie_4,week_008,routine,32,유피,10,step_event_week_008_yuffie_4,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_008
event_week_009_yuffie_0,week_009,routine,31,유피,10,step_event_week_009_yuffie_0,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_009
event_week_009_yuffie_1,week_009,routine,32,유피,10,step_event_week_009_yuffie_1,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_009
event_week_009_yuffie_2,week_009,routine,33,유피,10,step_event_week_009_yuffie_2,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_009
event_week_009_yuffie_3,week_009,routine,34,유피,10,step_event_week_009_yuffie_3,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_009
event_week_009_yuffie_4,week_009,routine,35,유피,10,step_event_week_009_yuffie_4,innocent_plus_1|anxious_plus_1|yuffie_plus_1,card_type_yuffie,Direct,card_yuffie_week_009
event_week_001_rumor_direct_default,week_001,routine,-2,소문 허가,10,step_event_week_001_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_001
event_week_001_rumor_blocked,week_001,routine,-1,소문 통제,10,step_event_week_001_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_001
event_week_002_rumor_direct_default,week_002,routine,-2,소문 허가,10,step_event_week_002_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_002
event_week_002_rumor_blocked,week_002,routine,-1,소문 통제,10,step_event_week_002_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_002
event_week_003_rumor_direct_default,week_003,routine,-2,소문 허가,10,step_event_week_003_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_003
event_week_003_rumor_blocked,week_003,routine,-1,소문 통제,10,step_event_week_003_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_003
event_week_004_rumor_direct_default,week_004,routine,-2,소문 허가,10,step_event_week_004_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_004
event_week_004_rumor_blocked,week_004,routine,-1,소문 통제,10,step_event_week_004_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_004
event_week_005_rumor_direct_default,week_005,routine,-2,소문 허가,10,step_event_week_005_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_005
event_week_005_rumor_blocked,week_005,routine,-1,소문 통제,10,step_event_week_005_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_005
event_week_006_rumor_direct_default,week_006,routine,-2,소문 허가,10,step_event_week_006_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_006
event_week_006_rumor_blocked,week_006,routine,-1,소문 통제,10,step_event_week_006_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_006
event_week_007_rumor_direct_default,week_007,routine,-2,소문 허가,10,step_event_week_007_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_007
event_week_007_rumor_blocked,week_007,routine,-1,소문 통제,10,step_event_week_007_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_007
event_week_008_rumor_direct_default,week_008,routine,-2,소문 허가,10,step_event_week_008_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_008
event_week_008_rumor_blocked,week_008,routine,-1,소문 통제,10,step_event_week_008_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_008
event_week_009_rumor_direct_default,week_009,routine,-2,소문 허가,10,step_event_week_009_rumor_direct_default,,card_type_rumor,Direct,card_rumor_week_009
event_week_009_rumor_blocked,week_009,routine,-1,소문 통제,10,step_event_week_009_rumor_blocked,,card_type_rumor,Blocked,card_rumor_week_009
event_week_001_night_dark_room,week_001,private_dialogue,1,어두운 방,10,step_event_week_001_night_dark_room_intro,,,,
event_week_001_night_parents,week_001,private_dialogue,2,엄마 아빠,10,step_event_week_001_night_parents_intro,,,,
event_week_002_night_mother_resemblance,week_002,private_dialogue,1,어머니를 닮았다는 말,10,step_event_week_002_night_mother_resemblance_intro,,,,
event_week_002_night_tea_party,week_002,private_dialogue,2,다과회 자리,10,step_event_week_002_night_tea_party_intro,,,,
event_week_003_night_father_book,week_003,private_dialogue,1,책장에 손이 닿은 날,10,step_event_week_003_night_father_book_intro,,,,
event_week_003_night_carriage_crest,week_003,private_dialogue,2,마차에 새겨진 문장,10,step_event_week_003_night_carriage_crest_intro,,,,
event_week_004_night_other_kids,week_004,private_dialogue,1,다른 집 아이들,10,step_event_week_004_night_other_kids_intro,,,,
event_week_004_night_uncle_pride,week_004,private_dialogue,2,삼촌의 자리,10,step_event_week_004_night_uncle_pride_intro,,,,
event_week_005_night_too_many_classes,week_005,private_dialogue,1,늘어난 수업,10,step_event_week_005_night_too_many_classes_intro,,,,
event_week_005_night_unknown_frustration,week_005,private_dialogue,2,이름 모를 답답함,10,step_event_week_005_night_unknown_frustration_intro,,,,
event_week_006_night_ball_thoughts,week_006,private_dialogue,1,본 사람들과 보인 자기,10,step_event_week_006_night_ball_thoughts_intro,,,,
event_week_006_night_chicken_dream,week_006,private_dialogue,2,같은 꿈,10,step_event_week_006_night_chicken_dream_intro,,,,
event_week_007_night_untold_story,week_007,private_dialogue,1,아무도 말해주지 않은 것,10,step_event_week_007_night_untold_story_intro,,,,
event_week_007_night_unknown_mother,week_007,private_dialogue,2,모르는 어머니,10,step_event_week_007_night_unknown_mother_intro,,,,
event_week_008_night_uncle_time,week_008,private_dialogue,1,삼촌이라는 사람의 시간,10,step_event_week_008_night_uncle_time_intro,,,,
event_week_008_night_sleepless_night,week_008,private_dialogue,2,잠이 오지 않는 밤,10,step_event_week_008_night_sleepless_night_intro,,,,
story_prologue,week_000,story,0,프롤로그,100,step_prologue_gate,,,,
story_teaparty,week_002,story,100,작은 다과회,100,step_teaparty_intro,,,,
story_festival_street,week_004,story,101,후작가 축제 거리,100,step_festival_street_intro,,,,
story_imperial_ball,week_006,story,102,황실 무도회장,100,step_imperial_ball_intro,,,,
story_eve_celebration,week_008,story,103,성인식 전야제,100,step_eve_celebration_intro,,,,
story_inheritance_alone,week_009,story,105,성인식 (혼자),110,step_inheritance_alone_intro,,,,
story_inheritance_ceremony,week_009,story,104,성인식,100,step_inheritance_ceremony_intro,,,,
